Viable | Meaning: able to work or succeed | Synonyms: feasible; workable; possible | Collocation: *viable* option / alternative / solution | Example: The project is not *a viable option* without more funding.; *A viable solution* is to heavily punish lawbreakers. 4*If* sports clubs and establishments raise the fine for using banned substances, many athletes will think twice before making attempt to cheat. 13*Another way to deal with this issue* is to upgrade testing amenities. 4*This will eradicate* any holes existing in the system and ensure that the test result is highly accurate. 4*For instance,* after the UFC had made major investments to provide their staff with the latest testing equipment, many fighters in their organization got caught. | Essay Question: In many professional sports, 8*there is an increase in the number of athletes using banned substances* to improve their performance. 10*What are the causes of the phenomenon* and 11*what are some of the possible solutions?* | 3*Band 8 Version*: One effective way to combat doping in professional sports is to impose far stricter penalties on offenders. If sporting organizations introduced heavier financial sanctions and lengthy suspensions for athletes who use prohibited substances, many competitors would be far less likely to risk damaging their careers and reputations. In addition, anti-doping authorities should invest in more advanced testing technology and screening procedures. Doing so would help eliminate loopholes within the current system and significantly improve the accuracy of test results. For example, after the UFC invested heavily in state-of-the-art detection equipment, a considerable number of fighters were found to have violated anti-doping regulations. | 3*Band 9 Version*: A highly effective measure to deter the use of performance-enhancing substances is the enforcement of severe disciplinary and financial penalties against offenders. Were sporting authorities to impose lengthy bans, revoke titles, and levy substantial fines on athletes found guilty of doping, many competitors would likely reconsider engaging in such unethical practices due to the potentially irreversible damage to both their careers and public reputations. Equally important is the need to strengthen anti-doping infrastructure through investment in cutting-edge detection technology and more rigorous testing protocols. By closing existing regulatory loopholes and enhancing the reliability of screening procedures, sports organizations would be better equipped to identify violations accurately and consistently. This can already be seen in the UFC, where significant investment in advanced testing systems resulted in numerous fighters testing positive for banned substances.
Enhance | Meaning: to improve something | Synonyms: improve; boost; increase | Collocation: enhance *performance*; enhanced *by* | Example: The new software will *enhance our performance*.; 4*Moreover*, music, art and drama subjects 8*help students to boost their confidence.* 4*That is because* creative lessons teach students how to perform in front of lots of people and give them a chance to socialize with other students. 4*As a result,* students can realize their real potential and act more confidently. 4*For instance*, many psychologists suggest to students who are struggling with social anxiety to take drama lessons as it helps *to enhance confidence.* | Essay Question: 4*Some say that* music, art and drama are as important as other school subjects, especially at the primary level. 10*Do you agree or disagree?*

Emissions | Meaning: Gases or substances sent out into the air | Synonyms: output | Collocation: *carbon* emissions; *reduce* emissions | Example: Reducing *carbon emissions* is vital to combat climate change.; 4*The main advantage of* having a vegetarian diet is that *carbon emissions can be reduced*. Animal agriculture accounts for a significant portion of carbon footprints because animal feed has to be transported a long way to farmers18*, and* animals release a large amount of carbon dioxide after they eat the feed. 4*For example,* research by the University of Australia found that around 35% of carbon emissions around the world is from animal agriculture6*, and if* everyone eats vegetables, carbon footprint in animal agriculture can be reduced by one third. 4*However,* this essay argues that people may not be able to get nutrients which is available only in meats 6*if* they solely consume vegetables. | Essay Question: In some countries, it 8*is becoming increasingly common* for people to follow a 8*vegetarian diet.* 10*Do the advantages of this* 5*outweigh* 10*the disadvantages?* 

Establishments | Meaning: business or organizations | Synonyms: institutions; organizations; firms | Collocation: *educational* establishments | Example: Universities are important *educational establishments*.; 

Expenditure | Meaning: money spent on something | Synonyms: spending; costs; outlay | Collocation: *government* expenditure; *company* expenditure; *public* expenditure  | Example: *Government expenditure* on healthcare is increasing.; In some corporations, it is mandatory for employees to wear a uniform. The 4*main benefits of* wearing a uniform are that 18*it brings uniformity to the workplace* and 8*helps to increase the output of companies*4*, however,* the increase in *the expenditure of organizations* and monotony among employees are the main drawbacks of compulsory uniforms. | Essay Question: Some companies have uniforms for their staff which must be worn at all times. 10*Discuss the advantages and disadvantages of this.*

Exceed | Meaning: to go beyond a limit, standard, or a number | Synonyms: surpass; go beyond; outdo | Collocation: exceed *expectations*; exceed (a *number*) | Example: The team *managed to exceed expectations* this quarter.; 4*In conclusion,* many athletes nowadays use illegal substances to win the competition and *exceed their physical capabilities*. 4*However,* it is vital to have fair competition18*, and* this can be eradicated by 8*requiring the athletes to do drug tests* and 8*ban them if found guilty*. | Essay Question: In many professional sports, 8*there is an increase in the number of athletes using banned substances* to improve their performance. 10*What are the causes of the phenomenon* and 11*what are some of the possible solutions?*

Harassment | Meaning: aggressive pressure or intimidation | Synonyms: bullying; intimidation; abuse | Collocation: *workspace* harassment; *sexual* harassment | Example: The company has policies to prevent *workspace harassment*.; Politicians are public servants who have taken an oath to serve the citizens of a nation. 4*In a democracy,* politicians are elected on the basis of two important factors 8*– their vision and their values*. 4*While* the vision is communicated by politicians during their campaign, the values can only be depicted through the way they have lived their personal lives. Journalists are trained to investigate all kinds of information. 4*Hence,* for a well-rounded evaluation, it is essential that newspapers give a complete account of the values of a politician through a coverage of their personal lives. 4*For instance,* in 2016, many supporters of Donald Trump lost their trust in him after newspapers uncovered the story of the *sexual harassment* allegations against him. | Essay Question: Details of 8*politicians’ private lives should not be published* in newspapers. 10*To what extent do you agree or disagree?* 

Hence (adverb) | Meaning: for this reason; therefore | Synonyms: *therefore*; thus; so | Collocation: *hence* the need | Example: The project is behind schedule*, hence the need for* extra workers.; 4*On the one hand,* doing sports influences people’s health and well-being enormously. 6*Not only does* it make us stronger and more resilient6*, but it also* trains our cardiovascular systems 5*and, thus,* reduces the chances to die earlier than we could have. 4*In contrast,* those who lead a sedentary lifestyle deprive themselves of these benefits. *Hence*, 6*the more sports facilities* will be available to the public, 6*the more people* could do sports 5*and, thus,* stay healthy. 4*However, I do not agree that* this is the best way to improve public health 6*as* the majority of people either just do not want to or cannot go in for sports because of different reasons. | Essay Question: 4*Some people say that* the best way to improve public health is by increasing the number of sports facilities. 4*Others, however, say that* this would have little effect on public health 8*and that* other measures are required. 10*Discuss both these views and give your own opinion.*  

Informative | Meaning: providing useful information | Synonyms: educational; enlightening; instructive | Example: The lecture was very *informative* and helped me understand the topic better.; 18*Educational programs on television can help children become more intelligent.* Kids who watch *informative* and educational shows learn to solve problems and develop strong mental maths skills. 4*For instance,* several studies have shown that kids are more likely to outperform their peers on tests when they watch educational shows. 4*Additionally,* studies have shown that children who watch cartoons most of the time score less than those who watch educational shows. 4*Therefore,* 5*I strongly believe* educational shows on television encourage intellectual development in children. | Essay Question: Some people say that 8*television is useful for education,* while others say it is 8*useful only for entertainment*. 10*Discuss both views and give your own opinion.* | Context: educational programmes, courses; TV shows; documentary 

Infrastructure | Meaning: the basic systems and structures needed for a society or organization | Synonyms: system | Collocation: *transport* infrastructure; infrastructure *projects* | Example: *Good transport infrastructure* is essential for economic growth.; 4*In conclusion, the advantages of* the prioritizing economic growth above all other concerns are 18*improved quality of life of people* and *good infrastructure*. The disadvantages are 18*unaffordable cost of living* and 18*more environmental damage*. | Essay Question: In many countries, 8*the government prioritizes economic growth above all other concerns*. 10*Discuss the advantages and disadvantages of this.*

Insights | Meaning: understanding or knowledge about something | Synonyms: understandings; perceptions; intuitions | Collocation: *valuable* insights; *provide* insights *into* | Example: The survey *provided valuable insights into* customer preferences.; Lessons at school can *provide children with valuable insights* into being good members of society. 4*In class,* students can receive lessons about 18*different traits of a truly good person* that society needs5*, and then* they put 18*what they learn* into practice by creating real-life problems and solving them together. 4*For instance,* after receiving lessons in civic education at school, many Vietnamese students are more willing to help their neighbors and even strangers5*, and* they feel extremely happy after doing something good for others. 4*For this reason,* 6*I believe that* school lessons are more influential to young children. | Essay Question: Some people think that 8*parents should teach their children how to be good members of society*. Others, however, believe that 8*school is the best place to learn this*. 10*Discuss both views and give your own opinion.* 

Insufficient | Meaning: not enough | Synonyms: inadequate; lacking; deficient | Collocation: insufficient *funds*; insufficient *resources* | Example: The project was cancelled due to *insufficient funds*.; Economic growth is a sphere that receives more attention than any other national domain in many states all over the world. 4*The principal benefits of this phenomenon* 8*are lower unemployment and wealthier citizens*, and 4*the main downsides* are 8*higher costs of living for most* and 8*insufficient support for the poorest*. | Essay Question: In many countries, 8*the government prioritizes economic growth above all other concerns*. 10*Discuss the advantages and disadvantages of this.*  

Innate | Meaning: existing from birth; natural | Synonyms: inborn; inherent; natural | Collocation: innate *ability* | Example: She has *an innate ability* to learn languages quickly.; 4*On the one hand,* children who are gifted with a particular *inborn talent* often achieve their goal early in their lives. 4*This is because* when someone is very good at what they are doing, it usually does not take much effort for them to strive for excellence in that specific area. 4*For instance,* there are many talented singers who have already established a successful singing career before they even become teenagers. 4*However,* 5*I believe that* talent alone does not guarantee success in the long-run, and that a person can only reach the highest level in their profession if they combine *their innate ability* with hard work. | Essay Question: 4*It is generally believed that* some people are born with certain talents, for instance for sport or music, and others are not. 4*However,* 6*it is sometimes claimed that* any child can be taught to become a good sports person or musician. 10*Discuss both these views and give your own opinion.*

Inappropriate | Meaning: not suitable or proper | Synonyms: unsuitable; improper; unfit | Collocation: inappropriate *behavior* | Example: His *inappropriate behavior* in the meeting was not acceptable.; 4*On the other hand,* employees who always wear uniforms might end up wearing *inappropriate clothes* for their work. 4*This is because* they do not have any idea of the specific material or right sizes of the clothes that they should wear at the workplace. 8*Wearing uniforms by employees can also hamper their better performance.* 4*This is mainly because of* making poorly designed work clothes and, this might cause difficulties in work since they find the uniforms constricting their work output. 4*For instance,* flight stewardesses wearing pencil skirts and high heels may look good, but at the same time, it also causes discomfort to them and the passengers. | Essay Question: Some companies have uniforms for their staff which must be worn at all times. 10*Discuss the advantages and disadvantages of this.*

Merit | Meaning: the quality of being good or worthy | Synonyms: worth; value; excellence | Collocation: *academic* merit; on merit | Example: Scholarships are often given based on *academic merit*.; The majority of the chief positions in business organizations are occupied by males6*, despite the fact that* more than half of the workforce in numerous developed nations is made up of women. 6*It is believed that* corporations should be asked to designate a certain portion of high-level roles for females. 6*This essay completely disagrees with this statement* because 8*selecting employees should be based on merit*, and 18*companies need to focus on profit.* | Essay Question: 7*Most high-level positions* in companies are 7*filled by men* even though the workforce in many developed countries is more than 50 per cent female. 8*Companies should be required to allocate a certain percentage of these positions to women.* 10*To what extent do you agree?*

Mediocre | Meaning: not very good; average | Synonyms: average; ordinary; so-so | Collocation: mediocre *performance* | Example: His *performance was mediocre,* not meeting the expectations.; 4*On the other hand,* many people think that anything is achievable in this life through practice and training. 4*That is to say that* it may take extra time and energy for an individual with average potential to harness a skill, but success is possible as long as one has the will, determination and the passion to work for it. 4*For example,* the world is filled with many star athletes who start off as a *mediocre* in the beginning6*, but* they challenge and push themselves to their limit, which ultimately help them to attain the greatest version of themselves. 4*I believe this view point* is more practical because majority of the people are born average, and hard work beats talent in many cases. | Essay Question: 4*It is generally believed that* some people are born with certain talents, for instance for sport or music, and others are not. 4*However,* 6*it is sometimes claimed that* any child can be taught to become a good sports person or musician. 10*Discuss both these views and give your own opinion.* 

Notable | Meaning: worthy of attention; important | Synonyms: remarkable; significant; noteworthy | Collocation: notable *achievement*; notable *exception*; notable *example* | Example: Her *notable achievements* in science earned her several awards.; 4*In conclusion,* although well-known individuals earn big amounts of money from sponsors, *notable people's lives* will be in danger because evil-minded people will harm them. 4*For these reasons,* I believe that 8*drawbacks are more often than benefits.* | Essay Question: Being a celebrity, such as a famous film star or sports personality, brings problems as well as benefits. 10*Do you think that* 8*being a celebrity* 3*brings more benefits or more problems?*

Numerous | Meaning: many in number | Synonyms: many; several; various | Collocation: numerous *times* | Example: She has traveled to Paris *numerous times*.; The majority of the chief positions in business organizations are occupied by males4*, despite the fact that* more than half of the workforce in *numerous developed nations* is made up of women. 4*It is believed that* corporations should be asked to designate a certain portion of high-level roles for females. 4*This essay completely disagrees with this statement because* 8*selecting employees should be based on merit*, and 8*companies need to focus on profit.* | Essay Question: 7*Most high-level positions* in companies are 7*filled by men* even though the workforce in many developed countries is more than 50 per cent female. 8*Companies should be required to allocate a certain percentage of these positions to women.* 10*To what extent do you agree?* 

Peers | Meaning: people of the same age or status | Synonyms: equals; colleagues; contemporaries | Collocation: peer *pressures*; their peers | Example: Adolescents often face *peer pressure* from their peers to conform to group norms.; 18*Educational programs on television can help children become more intelligent.* Kids who watch informative and educational shows learn to solve problems and develop strong mental maths skills. 4*For instance,* several studies have shown that kids are more *likely to outperform their peers* on tests when they watch educational shows. 4*Additionally,* studies have shown that children who watch cartoons most of the time score less than those who watch educational shows. 4*Therefore,* I strongly believe educational shows on television encourage intellectual development in children. | Essay Question: Some people say that 8*television is useful for education,* while others say it is 8*useful only for entertainment*. 10*Discuss both views and give your own opinion.* 

Phenomenon | Meaning: something that happens or exists, especially something 6*unusual or interesting* | Synonyms: event; occurrence; happening | Collocation: *natural* phenomenon; *social* phenomenon | Example: The Northern Lights are *a natural phenomenon* that attracts many visitors.; 4*In certain parts of the world,* the younger generation is not using their right to vote. *This phenomenon may result in* younger people 18*being apathetic toward politics and election results that do not reflect public opinion,* and 4*the most viable solutions are* 8*to educate younger people* about the importance of voting and 8*incentivize them* to vote. | Essay Question: In some countries, 8*younger people are neglecting their right to vote*. 10*What problems does this cause* and 11*what are some of the possible solutions?*

Proportion | Meaning: a part of a whole; a percentage | Synonyms: part; portion; fraction | Collocation: *large* proportion; *small* proportion | Example: *A large proportion of* the population supports the new law.; 4*Although* women account for more than 50 per cent of the workforce in developed nations, a number of managerial positions are still occupied by men. 4*Some believe that* *a certain proportion of these vacancies* should be allocated to females. 6*This essay, however, strongly disagrees with this statement* because this 18*can discourage qualified men to work hard*, and such a policy 17*can encourage organizations to find some wrong ways* to 5*outsmart* the system. | Essay Question: 7*Most high-level positions* in companies are 7*filled by men* even though the workforce in many developed countries is more than 50 per cent female. 8*Companies should be required to allocate a certain percentage of these positions to women.* 10*To what extent do you agree?*

Revenue | Meaning: income from business or government activities | Synonyms: income; earnings; profits | Collocation: *annual* revenue; revenue *from*; *tax* revenue | Example: The company's *annual revenue* has grown steadily.; 4*The main advantage of* giving importance to economic growth is, 8*it improves the quality if life of people.* 4*This is because* with economic progress, *states generate lots of revenue* which can be used to provide high quality services such as free education, good public transportation and sophisticated health care system. 4*Another advantage is* 8*developing good infrastructure.* When a government prioritizes economic growth, they would build a good infrastructure to attract both domestic and foreign investments. 4*So* infrastructure in a nation is usually developed when economic growth is prioritized. 4*For example,* in India many highways and an international airport is built in the National Capital Region which attracted thousands of companies to establish a branch in that region. | Essay Question: In many countries, 8*the government prioritizes economic growth above all other concerns*. 10*Discuss the advantages and disadvantages of this.* 

Resent | Meaning: to feel angry or bitter about something | Synonyms: 13*begrudge*; dislike; be annoyed by | Collocation: resent *the implication*; resent *the fact* | Example: He began to *resent the implication* that he was not working hard enough.; 4*In conclusion,* children want to engage in activities with their friends 5*and not be left out,* and parents should 6*encourage their children to stay at home more,* rather than force them so that their children will not *resent* them. | Essay Question: 4*In modern times,* 8*children are spending less time with their families and more time with their friends.* 10*Why has this change occurred?* 11*Do you think parents should force their children to spend more time at home?*

Sector | Meaning: parts or divisions of a larger group or area | Synonyms: divisions; segments; areas  | Collocation: *public* sector; *private* sector; *voluntary* sector | Example: The *public sector* employs many people in healthcare and education.; 4*Some would argue that* all students in universities have to study the subject they like4*, while others think that* they have to only study something useful for their future5*, for example,* those related *to science and technology sectors*. 7*Although* learning about the latter subjects is crucial to secure a good job and salary4*, I believe that* enrollment in whatever subject they favor leads to students being successful in their fields. | Essay Question: 4*Some people think that* all university students should study whatever they like. 4*Others believe that* they should only be allowed to study subjects that will be useful in the future, such as those related to science and technology. 10*Discuss both these views and give your own opinion.*

Workforce | Meaning: all the people who work in a company or country | Synonyms: staff; employees; labor force | Collocation: *skilled* workforce | Example: A *skilled workforce* is key to a company's success.; 4*One benefit of* multinational companies is that they *employ a large workforce*. 4*This is because* these big companies have more than two or three branches around the country5*, thereby,* increasing the employment rate within the country. 4*Moreover,* these companies have good benefits for their staff, as compared to local companies5*, such as* yearly travel compensation and full coverage family insurance. 4*For instance,* Amazon provides a yearly international trip to the employee and their family, covering accommodation and return tickets. | Essay Question: Multinational companies 8*are becoming increasingly common* in developing countries. 10*What are the advantages and disadvantages of this?* 

Gifted | Meaning: having special talent or ability | Synonyms: talented; skilled; exceptional | Collocation: gifted *child* | Example: The school has programs for *gifted children* in the arts and sciences.; 4*On the one hand,* children *who are gifted* with a particular inborn talent often achieve their goal early in their lives. 4*This is because* when someone is very good at what they are doing, it usually does not take much effort for them to strive for excellence in that specific area. 4*For instance,* there are many talented singers who have already established a successful singing career before they even become teenagers. 4*However,* 5*I believe that* talent alone does not guarantee success in the long-run, and that a person can only reach the highest level in their profession if they combine their innate ability with hard work. | Essay Question: 4*It is generally believed that* some people are born with certain talents, for instance for sport or music, and others are not. 4*However,* 6*it is sometimes claimed that* any child can be taught to become a good sports person or musician. 10*Discuss both these views and give your own opinion.* 

Nutritional | Meaning: relating to the nutrients in food | Synonyms: dietary; nutritious; nourishing | Collocation: nutritional *value*; nutritional *deficiencies* | Example: It is important to consider the *nutritional value* of your diet.; 4*One disadvantage is that* vegetarian diets may cause *nutritional deficiencies.* 4*That is because* vegetables do not contain nutrients or minerals that are available in meats3*, and* in the long run vegetarian may suffer from diseases caused by nutritional deficiencies. 4*For instance,* meats provide minerals such as iron to strengthen the red blood cells. 4*If* people do not gain enough iron, their immune systems will be weakened18*, and in most serious case,* brain functions will be impaired. 4*Therefore, this essay believes that* a balanced diet with meats and vegetables should be followed. | Essay Question: In some countries, it 8*is becoming increasingly common* for people to follow a 8*vegetarian diet.* 10*Do the advantages of this* 3*outweigh* 10*the disadvantages?* 

Thrive | Meaning: to grow or develop well | Synonyms: flourish; prosper; succeed | Collocation: thrive *in* | Example: Children *thrive in* a loving and supportive environment.; Gifted people can *thrive* because their natural gifts help them quickly master knowledge. 4*The immense level of their innate skills* enables them to completely grasp anything they learn in a short amount of time7*, and* they can creatively and successfully put them into practice. 4*Let’s take* Mozart as a musical genius of all ages, with an extraordinary memory, he could remember any details of music like melodies and lyrics and composed thousands of famous songs of all time. 4*For this reason, I believe that* some inborn qualities play a crucial part for people *to thrive in* some areas like music or sports. | Essay Question: 4*It is generally believed that* some people are born with certain talents, for instance for sport or music, and others are not. 4*However, it is sometimes claimed that* any child can be taught to become a good sports person or musician. 10*Discuss both these views and give your own opinion.* 

Unsafe | Meaning: not safe; dangerous | Synonyms: dangerous; risky; hazardous | Collocation: unsafe *conditions* | Example: The building was evacuated due to *unsafe conditions*.; 4*The second reason behind the* negativity of being a star is that 8*it creates* *an unsafe environment* 8*that may endanger the star’s mental health.* 4*Being constantly* under the spotlights and lacking the minimum amount of privacy in the person’s life 13*is documented to be detrimental to this latter’s mental health.* 4*For instance,* the famous movie star Marilyn Monroe is known to have committed suicide because she could not cope with a life with no privacy at all, and the same applies to the famous Egyptian star Souad Husni and many others. | Essay Question: 8*Being a celebrity,* such as a famous film star or sports personality, 3*brings problems as well as benefits.* 4*Do you think that* 10*being a celebrity brings more benefits or more problems?* 

Unwind | Meaning: to relax after work or tension | Synonyms: relax; rest; de-stress | Collocation: unwind *after* | Example: It is important to *unwind* after a long day at work.; 4*While* 5*some people argue that* 8*watching TV is beneficial for learning new things*, 6*others are convinced that* it is only 18*a source of entertainment*. 4*This essay believes that* television can do both as 8*it helps people* *to unwind,* but it 8*also presents complicated information* in an easily digestible form. | Essay Question: Some people say that 8*television is useful for education,* while others say it is 8*useful only for entertainment*. 10*Discuss both views and give your own opinion.* 